ID,Language_ID,Name,Lexeme_ID,Parameter_ID,Morpho_Segments,Segments,Comment,Source
yapijton-old,yab,yapijton,yapijtomo-old,old,yapijton,j a p i h t o n,Fossilized _-tomo_.,
yapechi-grab,yab,yapëchi,yapechi-grab,grab,yapëchi,j a p ə t͡ʃ i,,
yapej-grab,yab,yapëj,yapechi-grab,grab,yapëj,j a p ə h,,
yapichi-grab,yab,yapïchi,yapechi-grab,grab,yapïchi,j a p ɨ t͡ʃ i,,
yarika-laugh,yab,yarika,yarika-laugh,laugh,yarika,j a r i k a,,
yaruwa-laugh,yab,yaruwa,yaruwa-laugh,laugh,yaruwa,j a r u w a,,
yare-bring,yab,yarë,yare-bring,bring,yarë,j a r ə,,
yatane-adolescent,yab,yatanë,yatane-adolescent,adolescent,yatanë,j a t a n ə,,
yatam-adolescent,yab,yatam,yatane-adolescent,adolescent,yatam,j a t a m,,
yatan-adolescent,yab,yatan,yatane-adolescent,adolescent,yatan,j a t a n,,
yatunu-day,yab,yatunu,yatunu-day,day; sun,yatunu,j a t u n u,,
yatum-day,yab,yatum,yatunu-day,day; sun,yatum,j a t u m,,
yatun-day,yab,yatun,yatunu-day,day; sun,yatun,j a t u n,,
yate-loc,yab,yatë,yate-loc,LOC,yatë,j a t ə,,
yawaka-sow,yab,yawaka,yawaka-sow,sow,yawaka,j a w a k a,,
yawaki-grate,yab,yawakï,yawaki-grate,grate,yawakï,j a w a k ɨ,,
yawanka-kill,yab,yawanka,yawanka-kill,kill,yawanka,j a w a n k a,,
yaye-loc,yab,yaye,yaye-loc,LOC,yaye,j a j e,,
yemekunu-five,yab,yemekunu,yemekunu-five,five,yemekunu,j e m e k u n u,,
yeme-eat-fruits-eggs-soup,yab,yeme,yeme-eat-fruits-eggs-soup,"eat(fruits,_eggs,_soup)",yeme,j e m e,,
yenepe-send-away,yab,yenepe,yenepe-send-away,send_away,yenepe,j e n e p e,,
yepema-pay,yab,yepema,yepema-pay,pay,yepema,j e p e m a,Potentially derived with [mp](macaus).,
yojma-mix,yab,yojma,yojma-mix,mix,yojma,j o h m a,Maybe from [mp](oki-chicha) and [mp](macaus)?,
yojte-fish-with-hook,yab,yojtë,yojte-fish-with-hook,fish_with_hook,yojtë,j o h t ə,,
yoko-pimple,yab,yoko,yoko-pimple,pimple,yoko,j o k o,,
yoki-eat-starch,yab,yokï,yoki-eat-starch,eat(starch),yokï,j o k ɨ,,
yoj-eat-starch,yab,yoj,yoki-eat-starch,eat(starch),yoj,j o h,,
yopo-find,yab,yopo,yopo-find,find,yopo,j o p o,,
yujwa-burn,yab,yujwa,yujwa-burn,burn,yujwa,j u h w a,,
yumpe-fairly,yab,yumpe,yumpe-fairly,fairly; much,yumpe,j u m p e,,
yutu-forest,yab,yutu,yutu-forest,forest,yutu,j u t u,,
ye-tooth,yab,yë,ye-tooth,tooth,yë,j ə,,
ye-tooth-1,yab,ye,ye-tooth,tooth,ye,j e,,
yejpe-bone,yab,yëjpë,yejpe-bone,bone,yëjpë,j ə h p ə,,
yempeka-offend,yab,yëmpëka,yempeka-offend,offend,yëmpëka,j ə m p ə k a,,
yeni-drink,yab,yëni,yeni-drink,drink,yëni,j ə n i,,
yeni-drink-1,yab,yeni,yeni-drink,drink,yeni,j e n i,,
yen-drink,yab,yën,yeni-drink,drink,yën,j ə n,,
yeni-drink-2,yab,yënï,yeni-drink,drink,yënï,j ə n ɨ,,
yene-eat-meat,yab,yënë,yene-eat-meat,eat(meat),yënë,j ə n ə,,
yewuku-answer,yab,yëwuku,yewuku-answer,answer,yëwuku,j ə w u k u,,
yeye-tree,yab,yëye,yeye-tree,tree,yëye,j ə j e,,
yipi-mountain,yab,yïpï,yipi-mountain,mountain,yïpï,j ɨ p ɨ,,
ejpina-often,yab,ëjpïna,ejpina-often,often,ëjpïna,ə h p ɨ n a,,
ekere-jaguar,yab,ëkërë,ekere-jaguar,jaguar,ëkërë,ə k ə r ə,,
empare-already,yab,ëmpare,empare-already,already,ëmpare,ə m p a r e,,
enuku-go-up,yab,ënuku,enuku-go-up,go_up,ënuku,ə n u k u,,
enuj-go-up,yab,ënuj,enuku-go-up,go_up,ënuj,ə n u h,,
erine-cooking-pot,yab,ërinë,erine-cooking-pot,cooking_pot,ërinë,ə r i n ə,,
etipa-go-in-group,yab,ëtïpa,etipa-go-in-group,go_in_group,ëtïpa,ə t ɨ p a,,
tipa-go-in-group,yab,tipa,etipa-go-in-group,go_in_group,tipa,t i p a,,
ya-erg,yab,ya,ya-erg,ERG,ya,j a,,
ya-obl,yab,ya,ya-obl,OBL,ya,j a,,
yawe-loc,yab,yawë,yawe-loc,LOC,yawë,j a w ə,,
yawo-loc,yab,yawo,yawe-loc,LOC,yawo,j a w o,,
chawe-loc,yab,chawë,yawe-loc,LOC,chawë,t͡ʃ a w ə,,
tawara-too,yab,tawara,tawara-too,too,tawara,t a w a r a,,
tawaraij-too,yab,tawaraij,tawara-too,too,tawaraij,t a w a r a i h,,
chi-cop,yab,chi,chi-cop,COP,chi,t͡ʃ i,*eti,
ch-cop,yab,ch,chi-cop,COP,ch,t͡ʃ,*eti,
chij-cop,yab,chij,chi-cop,COP,chij,t͡ʃ i h,*eti,
wej-cop,yab,wej,chi-cop,COP,wej,w e h,*eti,
waraij-like,yab,waraij,waraij-like,like,waraij,w a r a i h,,
warai-like,yab,warai,waraij-like,like,warai,w a r a i,,
te-go,yab,të,te-go,go,të,t ə,Irregularly inflected.,
ke-ins,yab,ke,ke-ins,INS,ke,k e,,
ewenke-ignorant,yab,ewenke,ewenke-ignorant,ignorant,ewenke,e w e n k e,,
suku-urine,yab,suku,suku-urine,urine,suku,s u k u,,
suj-urine,yab,suj,suku-urine,urine,suj,s u h,,
mesuku-blood,yab,mesuku,mesuku-blood,blood,mesuku,m e s u k u,,
mesuj-blood,yab,mesuj,mesuku-blood,blood,mesuj,m e s u h,,
enka-finish,yab,ënka,enka-finish,finish,ënka,ə n k a,,
enejka-watch,yab,enejka,enejka-watch,watch,enejka,e n e h k a,,
wajto-fire-1,yab,wajto,wajto-fire-1,fire,wajto,w a h t o,,
naij-do,yab,naij,naij-do,do,naij,n a i h,,
tawejka-dawn,yab,tawejka,tawejka-dawn,dawn,tawejka,t a w e h k a,,
aniki-who,yab,anïkï,aniki-who,who,anïkï,a n ɨ k ɨ,,
aniki-who-1,yab,aniki,aniki-who,who,aniki,a n i k i,,
ka-say,yab,ka,ka-say,say,ka,k a,,
kaj-say,yab,kaj,ka-say,say,kaj,k a h,,
iwiti-house,yab,ïwïtï,iwiti-house,house,ïwïtï,ɨ w ɨ t ɨ,,
iwij-house,yab,ïwïj,iwiti-house,house,ïwïj,ɨ w ɨ h,,
ej-house,yab,ëj,iwiti-house,house,ëj,ə h,,
tawaja-thus-neg,yab,tawaja,tawaja-thus-neg,thus.NEG,tawaja,t a w a h a,"Looks suspiciously like [mp](tawara-too) and [mp](janeg), but the combination would be unexpected.",
kanta-sing,yab,kanta,kanta-sing,sing,kanta,k a n t a,,
ekete-where,yab,ëkëtë,ekete-where,where,ëkëtë,ə k ə t ə,,
ekej-where,yab,ëkëj,ekete-where,where,ëkëj,ə k ə h,,
eki-chicha,yab,ëkï,eki-chicha,chicha,ëkï,ə k ɨ,,
oki-chicha,yab,okï,eki-chicha,chicha,okï,o k ɨ,,
womi-enter,yab,womï,womi-enter,enter,womï,w o m ɨ,,
won-enter,yab,won,womi-enter,enter,won,w o n,,
i-put,yab,i,i-put,put,i,i,,
peremeki-talk,yab,përemekï,peremeki-talk,talk,përemekï,p ə r e m e k ɨ,,
yekerema-boast-sexually,yab,yekerema,yekerema-boast-sexually,boast_sexually,yekerema,j e k e r e m a,,
sukuri-silently,yab,sukuri,sukuri-silently,silently,sukuri,s u k u r i,,
yare-alone,yab,yarë,yare-alone,alone,yarë,j a r ə,,
wera-like,yab,wëra,wera-like,like,wëra,w ə r a,,
wara-like,yab,wara,wera-like,like,wara,w a r a,,
wora-like,yab,wora,wera-like,like,wora,w o r a,,
po-loc,yab,po,po-loc,LOC,po,p o,,
tewijna-there-ana,yab,tëwïjna,tewijna-there-ana,there.ANA,tëwïjna,t ə w ɨ h n a,Potentially morphologically complex; related to [mp](tewi-3pro)?,
ese-name,yab,ese,ese-name,name,ese,e s e,,
empami-learn,yab,ëmpamï,empami-learn,learn,ëmpamï,ə m p a m ɨ,,
empan-learn,yab,ëmpan,empami-learn,learn,ëmpan,ə m p a n,,
empam-learn,yab,ëmpam,empami-learn,learn,ëmpam,ə m p a m,,
yakucho-p-a,yab,yakucho,yakucho-p-a,P._A.,yakucho,j a k u t͡ʃ o,,
pedrito-p,yab,pedrito,pedrito-p,P.,pedrito,p e d r i t o,,
akino-younger-brother,yab,akino,akino-younger-brother,younger_brother,akino,a k i n o,,
pajarito-p,yab,pajarito,pajarito-p,P.,pajarito,p a h a r i t o,,
yakara-believe,yab,yakara,yakara-believe,believe,yakara,j a k a r a,,
tajnon-piaroa,yab,tajnon,tajnon-piaroa,Piaroa,tajnon,t a h n o n,,
tamanaku-t,yab,tamanaku,tamanaku-t,T.,tamanaku,t a m a n a k u,,
irario-h,yab,irario,irario-h,H.,irario,i r a r i o,,
pupuri-bactris-gasipaes,yab,pupuri,pupuri-bactris-gasipaes,Bactris_gasipaes,pupuri,p u p u r i,,
pipiri-bactris-gasipaes,yab,pïpïri,pupuri-bactris-gasipaes,Bactris_gasipaes,pïpïri,p ɨ p ɨ r i,,
pipiri-bactris-gasipaes-1,yab,pïpïrï,pupuri-bactris-gasipaes,Bactris_gasipaes,pïpïrï,p ɨ p ɨ r ɨ,,
pijiguao-bactris-gasipaes,yab,pijiguao,pijiguao-bactris-gasipaes,Bactris_gasipaes,pijiguao,p i h i � u a o,,
awo-uncle,yab,awo,awo-uncle,uncle; father_in_law,awo,a w o,,
ejwe-hammock,yab,ejwe,ejwe-hammock,hammock,ejwe,e h w e,,
ejwa-hammock,yab,ëjwa,ejwe-hammock,hammock,ëjwa,ə h w a,,
yakete-cut,yab,yakëtë,yakete-cut,cut,yakëtë,j a k ə t ə,,
enrike-e,yab,enrike,enrike-e,E.,enrike,e n r i k e,,
kayupare-k,yab,kayupare,kayupare-k,K.,kayupare,k a j u p a r e,,
parangana-pot,yab,parangana,parangana-pot,pot,parangana,p a r a n � a n a,Spanish loan.,
tampa-become-angry,yab,tampa,tampa-become-angry,become_angry,tampa,t a m p a,,
nanka-find,yab,nanka,nanka-find,find,nanka,n a n k a,,
akono-younger-sister-of-woman,yab,akono,akono-younger-sister-of-woman,younger_sister_of_woman,akono,a k o n o,,
kano-c,yab,kaño,kano-c,C.,kaño,k a ɲ o,,
chiwapure-c,yab,chiwapure,chiwapure-c,C.,chiwapure,t͡ʃ i w a p u r e,,
nwa-glute,yab,nwa,nwa-glute,glute,nwa,n w a,,
enu-eye,yab,ënu,enu-eye,eye,ënu,ə n u,,
ejne-below,yab,ëjnë,ejne-below,below,ëjnë,ə h n ə,,
neto-n,yab,neto,neto-n,N.,neto,n e t o,,
erepunu-sick,yab,erepunu,erepunu-sick,sick,erepunu,e r e p u n u,,
erepun-sick,yab,erepun,erepunu-sick,sick,erepun,e r e p u n,,
antonio-a,yab,antonio,antonio-a,A.,antonio,a n t o n i o,,
sarampion-measles,yab,sarampion,sarampion-measles,measles,sarampion,s a r a m p i o n,Spanish loan.,
santo-s,yab,santo,santo-s,S.,santo,s a n t o,,
melicio-m,yab,melicio,melicio-m,M.,melicio,m e � i � i o,,
joti-hoti,yab,joti,joti-hoti,hoti,joti,h o t i,,
akere-relative,yab,akërë,akere-relative,relative,akërë,a k ə r ə,,
akere-relative-1,yab,akere,akere-relative,relative,akere,a k e r e,,
kawaratu-k,yab,kawaratu,kawaratu-k,K.,kawaratu,k a w a r a t u,,
u-starchy-food,yab,u,u-starchy-food,starchy_food,u,u,,
wintika-disappear,yab,wintika,wintika-disappear,disappear,wintika,w i n t i k a,,
javier-j,yab,javier,javier-j,J.,javier,h a � i e r,,
wanita-j,yab,wanita,wanita-j,J.,wanita,w a n i t a,,
sawankuwi-die,yab,sawankuwi,sawankuwi-die,die,sawankuwi,s a w a n k u w i,,
sawankui-die,yab,sawankui,sawankuwi-die,die,sawankui,s a w a n k u i,,
yawarana-yawarana,yab,yawarana,yawarana-yawarana,Yawarana,yawarana,j a w a r a n a,,
kukurito-k,yab,kukurito,kukurito-k,K.,kukurito,k u k u r i t o,,
wine-from,yab,winë,wine-from,from,winë,w i n ə,,
wine-from-1,yab,wïnë,wine-from,from,wïnë,w ɨ n ə,,
kunawo-brother-in-law,yab,kuñawo,kunawo-brother-in-law,brother_in_law,kuñawo,k u ɲ a w o,Spanish loan.,
yamuwati-y,yab,yamuwati,yamuwati-y,Y.,yamuwati,j a m u w a t i,,
merisiyo-m,yab,merisiyo,merisiyo-m,M.,merisiyo,m e r i s i j o,,
kanejte-weave,yab,kanejtë,kanejte-weave,weave,kanejtë,k a n e h t ə,Maybe with [mp](jtevbz)?,
indigena-indigenous-person,yab,indigena,indigena-indigenous-person,indigenous_person,indigena,i n d i � e n a,,
pekepene-alone,yab,pëkëpene,pekepene-alone,alone,pëkëpene,p ə k ə p e n e,,
margarita-m,yab,margarita,margarita-m,M.,margarita,m a r � a r i t a,,
kajwe-coffee,yab,kajwe,kajwe-coffee,coffee,kajwe,k a h w e,Spanish loan.,
kapitan-chief,yab,kapitan,kapitan-chief,chief,kapitan,k a p i t a n,Spanish loan.,
are-leaf,yab,are,are-leaf,leaf; hair,are,a r e,,
julieta-j,yab,julieta,julieta-j,J.,julieta,h u � i e t a,,
ron-rum,yab,ron,ron-rum,rum,ron,r o n,Spanish loan.,
pike-when,yab,pïkë,pike-when,when,pïkë,p ɨ k ə,,
toma-t,yab,toma,toma-t,T.,toma,t o m a,,
peremeki-speak,yab,peremekï,peremeki-speak,speak,peremekï,p e r e m e k ɨ,,
sanaka-heal,yab,sanaka,sanaka-heal,heal,sanaka,s a n a k a,,
sempinuku-close-eyes,yab,sëmpinuku,sempinuku-close-eyes,close_eyes,sëmpinuku,s ə m p i n u k u,,
sempinuj-close-eyes,yab,sëmpinuj,sempinuku-close-eyes,close_eyes,sëmpinuj,s ə m p i n u h,,
yolanda-y,yab,yolanda,yolanda-y,Y.,yolanda,j o � a n d a,,
pe-ess,yab,pe,pe-ess,ESS,pe,p e,,
kerejpe-old,yab,kërëjpë,kerejpe-old,old,kërëjpë,k ə r ə h p ə,Looks like a lexicalized *-jpë*.,
kere-old,yab,kërë,kere-old,old,kërë,k ə r ə,Bound root?,
mesuku-blood-1,yab,mesuku,mesuku-blood-1,blood,mesuku,m e s u k u,-tu PERT,
enu-eye-1,yab,ënu,enu-eye-1,eye,ënu,ə n u,,
emekunu-hand,yab,emekunu,emekunu-hand,hand,emekunu,e m e k u n u,,
ere-liver,yab,ere,ere-liver,liver,ere,e r e,,
oti-meat,yab,oti,oti-meat,meat,oti,o t i,,
ena-nose,yab,ëna,ena-nose,nose,ëna,ə n a,,
echi-smoke,yab,ëchi,echi-smoke,smoke,ëchi,ə t͡ʃ i,,
tepu-stone,yab,tëpu,tepu-stone,stone,tëpu,t ə p u,,
ape-arm-wing,yab,apë,ape-arm-wing,"arm,_wing",apë,a p ə,,
yeremutu-ash,yab,yeremutu,yeremutu-ash,ash,yeremutu,j e r e m u t u,,
kanawa-canoe,yab,kanawa,kanawa-canoe,canoe,kanawa,k a n a w a,,
kemichini-be-cold,yab,këmïchini,kemichini-be-cold,be_cold,këmïchini,k ə m ɨ t͡ʃ i n i,,
yakuri-agouti,yab,yakuri,yakuri-agouti,agouti,yakuri,j a k u r i,,
makampra-aunt,yab,makampra,makampra-aunt,aunt,makampra,m a k a m p r a,older sister of mother,
yemi-be-hungry,yab,yëmï,yemi-be-hungry,be_hungry,yëmï,j ə m ɨ,,
yomi-be-hungry,yab,yomi,yemi-be-hungry,be_hungry,yomi,j o m i,,
yemi-be-hungry-1,yab,yëmi,yemi-be-hungry,be_hungry,yëmi,j ə m i,,
ijmojka-cook,yab,ijmojka,ijmojka-cook,cook,ijmojka,i h m o h k a,,
ijmoka-cook,yab,ijmoka,ijmojka-cook,cook,ijmoka,i h m o k a,,
padrastro-stepfather,yab,padrastro,padrastro-stepfather,stepfather,padrastro,p a d r a s t r o,,
rafa-rafa,yab,rafa,rafa-rafa,Rafa,rafa,r a f a,,
perez-perez,yab,perez,perez-perez,Perez,perez,p e r e s,,
akere-with,yab,akërë,akere-with,with,akërë,a k ə r ə,,
ka-all,yab,ka,ka-all,ALL,ka,k a,,
maijte-go-imp,yab,maijtë,maijte-go-imp,go.IMP,maijtë,m a i h t ə,,
ejnomo-ejnomo,yab,ejnomo,ejnomo-ejnomo,ejnomo,ejnomo,e h n o m o,mother of the water,
sujta-urinate,yab,sujta,sujta-urinate,urinate,suj ta,s u h t a,,
kaimota-hunt,yab,kaimota,kaimota-hunt,hunt,kaimo ta,k a i m o t a,,
meteta-thin,yab,mëtëta,meteta-thin,thin,mëtë ta,m ə t ə t a,,
yokota-grow-pimple,yab,yokota,yokota-grow-pimple,grow pimple,yoko ta,j o k o t a,,
erepunta-become-sick,yab,erepunta,erepunta-become-sick,become sick,erepun ta,e r e p u n t a,,
wereyta-cloud-over,yab,wereyta,wereyta-cloud-over,cloud over,werey ta,w e r e j t a,,
wanaputa-grow-savannah-grass,yab,wanaputa,wanaputa-grow-savannah-grass,grow savannah grass,wanapu ta,w a n a p u t a,,
sakauta-get-sandy,yab,sakauta,sakauta-get-sandy,get sandy,sakau ta,s a k a u t a,,
rokota-become-crazy,yab,rokota,rokota-become-crazy,become crazy,roko ta,r o k o t a,,
punta-form-pulp,yab,punta,punta-form-pulp,form pulp,pun ta,p u n t a,,
piketa-fart,yab,pikëta,piketa-fart,fart,pikë ta,p i k ə t a,,
pichipichita-form-whitebait,yab,pichipichita,pichipichita-form-whitebait,form whitebait,pichipichi ta,p i t͡ʃ i p i t͡ʃ i t a,,
nakita-be-thirsty,yab,nakita,nakita-be-thirsty,be thirsty,naki ta,n a k i t a,,
mukuta-have-son,yab,mukuta,mukuta-have-son,have son,muku ta,m u k u t a,,
motota-fill-with-worms,yab,motota,motota-fill-with-worms,fill with worms,moto ta,m o t o t a,,
moronta-hurt,yab,moronta,moronta-hurt,hurt,moron ta,m o r o n t a,,
mesujta-bleed,yab,mesujta,mesujta-bleed,bleed,mesuj ta,m e s u h t a,,
kereta-ripen,yab,kërëta,kereta-ripen,ripen,kërë ta,k ə r ə t a,,
kemuta-emit-pus,yab,këmuta,kemuta-emit-pus,emit pus,këmu ta,k ə m u t a,,
konopota-start-rainy-season,yab,konopota,konopota-start-rainy-season,start rainy season,konopo ta,k o n o p o t a,,
kawonota-get-high,yab,kawonota,kawonota-get-high,get high,kawono ta,k a w o n o t a,,
kamparata-grow,yab,kamparata,kamparata-grow,grow; change (voice),kampara ta,k a m p a r a t a,,
chekeyta-fill-with-nits,yab,chëkëyta,chekeyta-fill-with-nits,fill with nits,chëkëy ta,t͡ʃ ə k ə j t a,,
chimichimita-fill-with-worms-dog,yab,chimichimita,chimichimita-fill-with-worms-dog,fill with worms (dog),chimichimi ta,t͡ʃ i m i t͡ʃ i m i t a,,
chiketa-get-chiggers,yab,chikëta,chiketa-get-chiggers,get chiggers,chikë ta,t͡ʃ i k ə t a,,
awochita-form-tumor,yab,awochita,awochita-form-tumor,form tumor,awochi ta,a w o t͡ʃ i t a,,
asereta-have-dry-cough,yab,asereta,asereta-have-dry-cough,have dry cough,asere ta,a s e r e t a,,
aijkoronota-recover,yab,aijkoronota,aijkoronota-recover,recover,aijkorono ta,a i h k o r o n o t a,,
ajpachita-overgrows,yab,ajpachita,ajpachita-overgrows,overgrows,ajpachi ta,a h p a t͡ʃ i t a,,
akita-fill-with-worms,yab,akïta,akita-fill-with-worms,fill with worms,akï ta,a k ɨ t a,,
apita-ripen,yab,apita,apita-ripen,ripen,api ta,a p i t a,,
amuta-ripen,yab,amuta,amuta-ripen,ripen,amu ta,a m u t a,,
chijchiputa-move-body,yab,chijchiputa,chijchiputa-move-body,move body,chijchipu ta,t͡ʃ i h t͡ʃ i p u t a,,
kasota-fatten,yab,kasota,kasota-fatten,fatten,kaso ta,k a s o t a,,
takunuta-slack-off,yab,takunuta,takunuta-slack-off,slack off,takunu ta,t a k u n u t a,,
werewereta-swarm-mosquitos,yab,werewereta,werewereta-swarm-mosquitos,swarm (mosquitos),werewere ta,w e r e w e r e t a,,
keyata-grow,yab,këyata,keyata-grow,grow,këya ta,k ə j a t a,,
keyeta-grow,yab,këyeta,keyata-grow,grow,këye ta,k ə j e t a,,
majta-become-thin,yab,majta,majta-become-thin,become thin,maj ta,m a h t a,,
paijta-swell-river,yab,paijta,paijta-swell-river,swell (river),paij ta,p a i h t a,,
wenaka-vomit,yab,wenaka,wenaka-vomit,vomit,wena ka,w e n a k a,,
ajpachika-weed,yab,ajpachika,ajpachika-weed,weed,ajpachi ka,a h p a t͡ʃ i k a,,
mejyaka-uncover,yab,mejyaka,mejyaka-uncover,uncover,mejya ka,m e h j a k a,,
moronka-make-suffer,yab,moronka,moronka-make-suffer,make suffer,moron ka,m o r o n k a,,
mujnaka-dig-out,yab,mujnaka,mujnaka-dig-out,dig out,mujna ka,m u h n a k a,,
pataka-take-out,yab,pataka,pataka-take-out,take out,pata ka,p a t a k a,,
ejnai-make-self,yab,ëjnai,ejnai-make-self,make self,ëj nai,ə h n a i,,
ejwenaka-vomit,yab,ëjwenaka,ejwenaka-vomit,vomit,ëj wena ka,ə h w e n a k a,,
serema-eat,yab,serema,serema-eat,eat,s ere ma,s e r e m a,,
senka-finish,yab,sënka,senka-finish,finish,s ënka,s ə n k a,,
ejneme-remain,yab,ëjnëmë,ejneme-remain,remain,ëj nëmë,ə h n ə m ə,Interesting semantics?,
senejka-stay,yab,senejka,senejka-stay,stay,s enejka,s e n e h k a,,
apataka-come-out,yab,apataka,apataka-come-out,come out,a pata ka,a p a t a k a,,
sereka-become-tired,yab,sereka,sereka-become-tired,become tired,s ereka,s e r e k a,,
esene-see-self,yab,esene,esene-see-self,see self,es ene,e s e n e,,
sene-see-self,yab,sene,esene-see-self,see self,s ene,s e n e,,
atapej-seize-on,yab,atapëj,atapej-seize-on,seize on,at apëj,a t a p ə h,,
ejpenaka-return,yab,ëjpënaka,ejpenaka-return,return,ëj pënaka,ə h p ə n a k a,,
katupuma-pile-up,yab,katupuma,katupuma-pile-up,pile up,katupu ma,k a t u p u m a,,
keyama-raise,yab,këyama,keyama-raise,raise,këya ma,k ə j a m a,,
kirima-thicken,yab,kïrïma,kirima-thicken,thicken,kïrï ma,k ɨ r ɨ m a,,
morontama-cause-pain,yab,morontama,morontama-cause-pain,cause pain,moron ta ma,m o r o n t a m a,,
pejma-bewitch,yab,pejma,pejma-bewitch,bewitch,pej ma,p e h m a,,
yajwema-sweeten,yab,yajwema,yajwema-sweeten,sweeten,yajwe ma,j a h w e m a,,
yapima-make-worse,yab,yapima,yapima-make-worse,make worse,yapi ma,j a p i m a,,
yatuma-warm,yab,yatuma,yatuma-warm,warm,yatu ma,j a t u m a,,
yerema-feed,yab,yerema,yerema-feed,feed,yere ma,j e r e m a,,
erema-feed,yab,erema,yerema-feed,feed,ere ma,e r e m a,,
yakarama-tell,yab,yakarama,yakarama-tell,tell,yakara ma,j a k a r a m a,,
kojpaye-at-night,yab,kojpaye,kojpaye-at-night,at night,kojpa ye,k o h p a j e,,
kamprake-big,yab,kamprake,kamprake-big,big,kampra ke,k a m p r a k e,,
tejpore-tasty,yab,tejpore,tejpore-tasty,tasty,tejpo re,t e h p o r e,,
tapire-red,yab,tapire,tapire-red,red,tapi re,t a p i r e,,
pechine-odorous,yab,pëchine,pechine-odorous,odorous,pëchi ne,p ə t͡ʃ i n e,,
pochine-odorous,yab,pochine,pechine-odorous,odorous,pochi ne,p o t͡ʃ i n e,,
makepijke-second-mother,yab,makëpïjkë,makepijke-second-mother,second mother,makë pïjkë,m a k ə p ɨ h k ə,,
meteye-thin,yab,mëtëye,meteye-thin,thin,mëtë ye,m ə t ə j e,,
tepeti-go-plur,yab,tëpëti,tepeti-go-plur,go (PLUR),të pëti,t ə p ə t i,,
sejpeti-dream,yab,sejpëti,sejpeti-dream,dream,sej pëti,s e h p ə t i,,
sejpej-dream,yab,sejpëj,sejpeti-dream,dream,sej pëj,s e h p ə h,,
mujnajte-bury,yab,mujnajtë,mujnajte-bury,bury,mujna jtë,m u h n a h t ə,,
ajpachike-undergrowth-prop,yab,ajpachi-ke,ajpachike-undergrowth-prop,undergrowth-PROP,ajpachi ke,,,
asereke-dry-cough-prop,yab,asere-ke,asereke-dry-cough-prop,dry_cough-PROP,asere ke,,,
enirono-now-nmlz,yab,eniro-no,enirono-now-nmlz,now-NMLZ; today-NMLZ,eniro no,,,
ijmokani-cook-agtnmlz,yab,ijmoka-ni,ijmokani-cook-agtnmlz,cook-AGTNMLZ,ijmoka ni,,,
kaimoke-game-prop,yab,kaimo-ke,kaimoke-game-prop,game-PROP,kaimo ke,,,
kamparake-big-prop,yab,kampara-ke,kamparake-big-prop,big-PROP,kampara ke,,,
kereke-old-prop,yab,kërë-ke,kereke-old-prop,old-PROP,kërë ke,,,
keremi-old-nmlz,yab,kërë-mï,keremi-old-nmlz,old-NMLZ,kërë mï,,,
keyari-think-acnnmlz,yab,këya-ri,keyari-think-acnnmlz,think-ACNNMLZ,këya ri,,,
nonoke-earth-prop,yab,nono-ke,nonoke-earth-prop,earth-PROP,nono ke,,,
nonomi-earth-nmlz,yab,nono-mï,nonomi-earth-nmlz,earth-NMLZ,nono mï,,,
nopano-good-nmlz,yab,nop-ano,nopano-good-nmlz,good-NMLZ,nop ano,,,
panake-ear-prop,yab,pana-ke,panake-ear-prop,ear-PROP,pana ke,,,
pejmani-bewitch-agtnmlz,yab,pejma-ni,pejmani-bewitch-agtnmlz,bewitch-AGTNMLZ,pej ma ni,,,
teijpono-far-nmlz,yab,teijpo-no,teijpono-far-nmlz,far-NMLZ; long-NMLZ,teijpo no,,,
tejporemi-tasty-nmlz,yab,tejpore-mï,tejporemi-tasty-nmlz,tasty-NMLZ,tejpo re mï,,,
weseyuri-be-brave-acnnmlz,yab,weseyu-ri,weseyuri-be-brave-acnnmlz,be_brave-ACNNMLZ,weseyu ri,,,
yakaramari-tell-acnnmlz,yab,yakarama-ri,yakaramari-tell-acnnmlz,tell-ACNNMLZ,yakara ma ri,,,
tajtane-say-cncs,yab,taj-tane,tajtane-say-cncs,say-CNCS,taj tane,,,
serekapo-become-tired-des,yab,sereka-po,serekapo-become-tired-des,become_tired-DES,s ereka po,,,
pokono-about-nmlz,yab,poko-no,pokono-about-nmlz,about-NMLZ,poko no,,,
tunamri-hide-acnnmlz,yab,tunam-ri,tunamri-hide-acnnmlz,hide-ACNNMLZ,tunam ri,,,
yarikatopo-laugh-circ-nmlz,yab,yarika-topo,yarikatopo-laugh-circ-nmlz,laugh-CIRC.NMLZ,yarika topo,,,
itapo-hear-des,yab,ita-po,itapo-hear-des,hear-DES,ita po,,,
chiri-cop-acnnmlz,yab,chi-ri,chiri-cop-acnnmlz,COP-ACNNMLZ,chi ri,,,
yaruwatopo-laugh-circ-nmlz,yab,yaruwa-topo,yaruwatopo-laugh-circ-nmlz,laugh-CIRC.NMLZ,yaruwa topo,,,
iniri-see-acnnmlz,yab,ini-ri,iniri-see-acnnmlz,see-ACNNMLZ,ini ri,,,
yarikase-laugh-ptcp,yab,yarika-se,yarikase-laugh-ptcp,laugh-PTCP; laugh-SUP,yarika se,,,
yarikami-laugh-nmlz,yab,yarika-mï,yarikami-laugh-nmlz,laugh-NMLZ,yarika mï,,,
